Unnamed: 0.1,Unnamed: 0,formation_energy,elem_frac,elem_list,energy,formula,magnetic_moment,spin_index,num_p,num_d,num_f,atomic_rad,atomic_vol,covalent_rad,dipole,eaffinity,num_electrons,A1,A2,B1,B2,X,elem_sorted
120,120,-2.124290825,"[{Element Cr: 0.1}, {Element Si: 0.1}, {Element Sn: 0.1}, {Element Te: 0.6}, {Element Ir: 0.1}]","[Element Cr, Element Si, Element Sn, Element Te, Element Ir]",-48.91407629,Cr1Si1Sn1Te6Ir1,3.0102,1,4,9,0,"[130.0, 132.0, 162.0, 160.0, 136.0]","[7.23, 12.1, 16.3, 20.5, 8.54]","[122.0, 115.99999999999999, 140.0, 136.0, 122.0]","[78.4, 37.31, 42.4, 37.0, 51.0]","[0.6659999999999999, 1.3895211, 1.112067, 1.9708759999999999, 1.5638]","[24, 14, 50, 52, 77]",0,0,0,0,0,"['Cr', 'Ir', 'Si', 'Si', 'Te']"
121,121,-0.935602655,"[{Element Cr: 0.1}, {Element Si: 0.1}, {Element Sn: 0.1}, {Element Te: 0.6}, {Element Mo: 0.1}]","[Element Cr, Element Si, Element Sn, Element Te, Element Mo]",-49.79556123,Cr1Si1Sn1Te6Mo1,5.9994,0,4,6,0,"[130.0, 132.0, 162.0, 160.0, 139.0]","[7.23, 12.1, 16.3, 20.5, 9.4]","[122.0, 115.99999999999999, 140.0, 136.0, 138.0]","[78.4, 37.31, 42.4, 37.0, 72.5]","[0.6659999999999999, 1.3895211, 1.112067, 1.9708759999999999, 0.748]","[24, 14, 50, 52, 42]",0,0,0,0,0,"['Cr', 'Mo', 'Si', 'Si', 'Te']"
122,122,-0.75101954,"[{Element Cr: 0.1}, {Element Si: 0.1}, {Element Sn: 0.1}, {Element Te: 0.6}, {Element Os: 0.1}]","[Element Cr, Element Si, Element Sn, Element Te, Element Os]",-49.89676085,Cr1Si1Sn1Te6Os1,3.2933,1,4,8,0,"[130.0, 132.0, 162.0, 160.0, 135.0]","[7.23, 12.1, 16.3, 20.5, 8.43]","[122.0, 115.99999999999999, 140.0, 136.0, 129.0]","[78.4, 37.31, 42.4, 37.0, 57.0]","[0.6659999999999999, 1.3895211, 1.112067, 1.9708759999999999, 1.1]","[24, 14, 50, 52, 76]",0,0,0,0,0,"['Cr', 'Os', 'Si', 'Si', 'Te']"
123,123,-1.855081575,"[{Element Cr: 0.1}, {Element Si: 0.1}, {Element Sn: 0.1}, {Element Te: 0.6}, {Element Pd: 0.1}]","[Element Cr, Element Si, Element Sn, Element Te, Element Pd]",-44.96365829,Cr1Si1Sn1Te6Pd1,2.511,0,4,10,0,"[130.0, 132.0, 162.0, 160.0, 137.0]","[7.23, 12.1, 16.3, 20.5, 8.9]","[122.0, 115.99999999999999, 140.0, 136.0, 120.0]","[78.4, 37.31, 42.4, 37.0, 32.0]","[0.6659999999999999, 1.3895211, 1.112067, 1.9708759999999999, 0.562]","[24, 14, 50, 52, 46]",0,0,0,0,0,"['Cr', 'Pd', 'Si', 'Si', 'Te']"
124,124,-2.333320285,"[{Element Cr: 0.1}, {Element Si: 0.1}, {Element Sn: 0.1}, {Element Te: 0.6}, {Element Pt: 0.1}]","[Element Cr, Element Si, Element Sn, Element Te, Element Pt]",-46.31610776,Cr1Si1Sn1Te6Pt1,2.6441,1,4,10,0,"[130.0, 132.0, 162.0, 160.0, 139.0]","[7.23, 12.1, 16.3, 20.5, 9.1]","[122.0, 115.99999999999999, 140.0, 136.0, 123.0]","[78.4, 37.31, 42.4, 37.0, 44.0]","[0.6659999999999999, 1.3895211, 1.112067, 1.9708759999999999, 2.128]","[24, 14, 50, 52, 78]",0,0,0,0,0,"['Cr', 'Pt', 'Si', 'Si', 'Te']"
125,125,-2.258502025,"[{Element Cr: 0.1}, {Element Si: 0.1}, {Element Sn: 0.1}, {Element Te: 0.6}, {Element Rh: 0.1}]","[Element Cr, Element Si, Element Sn, Element Te, Element Rh]",-47.54146521,Cr1Si1Sn1Te6Rh1,3.0121,0,4,9,0,"[130.0, 132.0, 162.0, 160.0, 134.0]","[7.23, 12.1, 16.3, 20.5, 8.3]","[122.0, 115.99999999999999, 140.0, 136.0, 125.0]","[78.4, 37.31, 42.4, 37.0, 58.0]","[0.6659999999999999, 1.3895211, 1.112067, 1.9708759999999999, 1.137]","[24, 14, 50, 52, 45]",0,0,0,0,0,"['Cr', 'Rh', 'Si', 'Si', 'Te']"
126,126,-0.795685423,"[{Element Cr: 0.1}, {Element Si: 0.1}, {Element Sn: 0.1}, {Element Te: 0.6}, {Element W: 0.1}]","[Element Cr, Element Si, Element Sn, Element Te, Element W]",-51.70544741,Cr1Si1Sn1Te6W1,4.3034,0,4,6,0,"[130.0, 132.0, 162.0, 160.0, 141.0]","[7.23, 12.1, 16.3, 20.5, 9.53]","[122.0, 115.99999999999999, 140.0, 136.0, 137.0]","[78.4, 37.31, 42.4, 37.0, 75.0]","[0.6659999999999999, 1.3895211, 1.112067, 1.9708759999999999, 0.81626]","[24, 14, 50, 52, 74]",0,0,0,0,0,"['Cr', 'W', 'Si', 'Si', 'Te']"
127,127,-1.090900942,"[{Element Cr: 0.1}, {Element Si: 0.1}, {Element Te: 0.6}, {Element Mo: 0.1}, {Element P: 0.1}]","[Element Cr, Element Si, Element Te, Element Mo, Element P]",-51.35125642,Cr1Si1Te6Mo1P1,5.0101,0,4,6,0,"[130.0, 132.0, 160.0, 139.0, 128.0]","[7.23, 12.1, 20.5, 9.4, 17.0]","[122.0, 115.99999999999999, 136.0, 138.0, 111.00000000000001]","[78.4, 37.31, 37.0, 72.5, 24.93]","[0.6659999999999999, 1.3895211, 1.9708759999999999, 0.748, 0.746607]","[24, 14, 52, 42, 15]",0,0,0,0,0,"['Cr', 'Mo', 'Si', 'P', 'Te']"
128,128,-1.155624652,"[{Element Cr: 0.1}, {Element Si: 0.1}, {Element Te: 0.6}, {Element P: 0.1}, {Element Au: 0.1}]","[Element Cr, Element Si, Element Te, Element P, Element Au]",-43.75579461,Cr1Si1Te6P1Au1,2.5683,1,4,11,0,"[130.0, 132.0, 160.0, 128.0, 146.0]","[7.23, 12.1, 20.5, 17.0, 10.2]","[122.0, 115.99999999999999, 136.0, 111.00000000000001, 124.0]","[78.4, 37.31, 37.0, 24.93, 36.1]","[0.6659999999999999, 1.3895211, 1.9708759999999999, 0.746607, 2.30863]","[24, 14, 52, 15, 79]",0,0,0,0,0,"['Cr', 'Au', 'Si', 'P', 'Te']"
129,129,-2.150192612,"[{Element Cr: 0.1}, {Element Si: 0.1}, {Element Te: 0.6}, {Element P: 0.1}, {Element Ir: 0.1}]","[Element Cr, Element Si, Element Te, Element P, Element Ir]",-50.34037498,Cr1Si1Te6P1Ir1,2.5355,0,4,9,0,"[130.0, 132.0, 160.0, 128.0, 136.0]","[7.23, 12.1, 20.5, 17.0, 8.54]","[122.0, 115.99999999999999, 136.0, 111.00000000000001, 122.0]","[78.4, 37.31, 37.0, 24.93, 51.0]","[0.6659999999999999, 1.3895211, 1.9708759999999999, 0.746607, 1.5638]","[24, 14, 52, 15, 77]",0,0,0,0,0,"['Cr', 'Ir', 'Si', 'P', 'Te']"
130,130,-1.207257577,"[{Element Cr: 0.1}, {Element Si: 0.1}, {Element Te: 0.6}, {Element P: 0.1}, {Element Os: 0.1}]","[Element Cr, Element Si, Element Te, Element P, Element Os]",-51.75339579,Cr1Si1Te6P1Os1,3.0119,0,4,8,0,"[130.0, 132.0, 160.0, 128.0, 135.0]","[7.23, 12.1, 20.5, 17.0, 8.43]","[122.0, 115.99999999999999, 136.0, 111.00000000000001, 129.0]","[78.4, 37.31, 37.0, 24.93, 57.0]","[0.6659999999999999, 1.3895211, 1.9708759999999999, 0.746607, 1.1]","[24, 14, 52, 15, 76]",0,0,0,0,0,"['Cr', 'Os', 'Si', 'P', 'Te']"
131,131,-1.886755182,"[{Element Cr: 0.1}, {Element Si: 0.1}, {Element Te: 0.6}, {Element P: 0.1}, {Element Pd: 0.1}]","[Element Cr, Element Si, Element Te, Element P, Element Pd]",-46.3957288,Cr1Si1Te6P1Pd1,2.788,0,4,10,0,"[130.0, 132.0, 160.0, 128.0, 137.0]","[7.23, 12.1, 20.5, 17.0, 8.9]","[122.0, 115.99999999999999, 136.0, 111.00000000000001, 120.0]","[78.4, 37.31, 37.0, 24.93, 32.0]","[0.6659999999999999, 1.3895211, 1.9708759999999999, 0.746607, 0.562]","[24, 14, 52, 15, 46]",0,0,0,0,0,"['Cr', 'Pd', 'Si', 'P', 'Te']"
132,132,-2.330565842,"[{Element Cr: 0.1}, {Element Si: 0.1}, {Element Te: 0.6}, {Element P: 0.1}, {Element Pt: 0.1}]","[Element Cr, Element Si, Element Te, Element P, Element Pt]",-47.71375022,Cr1Si1Te6P1Pt1,3.0023,0,4,10,0,"[130.0, 132.0, 160.0, 128.0, 139.0]","[7.23, 12.1, 20.5, 17.0, 9.1]","[122.0, 115.99999999999999, 136.0, 111.00000000000001, 123.0]","[78.4, 37.31, 37.0, 24.93, 44.0]","[0.6659999999999999, 1.3895211, 1.9708759999999999, 0.746607, 2.128]","[24, 14, 52, 15, 78]",0,0,0,0,0,"['Cr', 'Pt', 'Si', 'P', 'Te']"
133,133,-2.295728562,"[{Element Cr: 0.1}, {Element Si: 0.1}, {Element Te: 0.6}, {Element P: 0.1}, {Element Rh: 0.1}]","[Element Cr, Element Si, Element Te, Element P, Element Rh]",-48.97908865,Cr1Si1Te6P1Rh1,2.5796,1,4,9,0,"[130.0, 132.0, 160.0, 128.0, 134.0]","[7.23, 12.1, 20.5, 17.0, 8.3]","[122.0, 115.99999999999999, 136.0, 111.00000000000001, 125.0]","[78.4, 37.31, 37.0, 24.93, 58.0]","[0.6659999999999999, 1.3895211, 1.9708759999999999, 0.746607, 1.137]","[24, 14, 52, 15, 45]",0,0,0,0,0,"['Cr', 'Rh', 'Si', 'P', 'Te']"
134,134,-0.95575543,"[{Element Cr: 0.1}, {Element Si: 0.1}, {Element Te: 0.6}, {Element P: 0.1}, {Element W: 0.1}]","[Element Cr, Element Si, Element Te, Element P, Element W]",-53.26591432,Cr1Si1Te6P1W1,4.9422,0,4,6,0,"[130.0, 132.0, 160.0, 128.0, 141.0]","[7.23, 12.1, 20.5, 17.0, 9.53]","[122.0, 115.99999999999999, 136.0, 111.00000000000001, 137.0]","[78.4, 37.31, 37.0, 24.93, 75.0]","[0.6659999999999999, 1.3895211, 1.9708759999999999, 0.746607, 0.81626]","[24, 14, 52, 15, 74]",0,0,0,0,0,"['Cr', 'W', 'Si', 'P', 'Te']"
135,135,-1.07164368,"[{Element Cr: 0.1}, {Element Si: 0.2}, {Element Ag: 0.1}, {Element Te: 0.6}]","[Element Cr, Element Si, Element Ag, Element Te]",-43.24530644,Cr1Si2Ag1Te6,2.531,0,4,11,0,"[130.0, 132.0, 144.0, 160.0]","[7.23, 12.1, 10.3, 20.5]","[122.0, 115.99999999999999, 128.0, 136.0]","[78.4, 37.31, 52.5, 37.0]","[0.6659999999999999, 1.3895211, 1.3019999999999998, 1.9708759999999999]","[24, 14, 47, 52]",0,0,0,0,0,"['Cr', 'Ag', 'Si', 'Si', 'Te']"
136,136,-1.38577418,"[{Element Cr: 0.1}, {Element Si: 0.2}, {Element Te: 0.6}, {Element Au: 0.1}]","[Element Cr, Element Si, Element Te, Element Au]",-44.00151628,Cr1Si2Te6Au1,2.6198,1,4,11,0,"[130.0, 132.0, 160.0, 146.0]","[7.23, 12.1, 20.5, 10.2]","[122.0, 115.99999999999999, 136.0, 124.0]","[78.4, 37.31, 37.0, 36.1]","[0.6659999999999999, 1.3895211, 1.9708759999999999, 2.30863]","[24, 14, 52, 79]",0,0,0,0,0,"['Cr', 'Au', 'Si', 'Si', 'Te']"
137,137,-2.51908997,"[{Element Cr: 0.1}, {Element Si: 0.2}, {Element Te: 0.6}, {Element Ir: 0.1}]","[Element Cr, Element Si, Element Te, Element Ir]",-50.72484448,Cr1Si2Te6Ir1,3.0095,1,4,9,0,"[130.0, 132.0, 160.0, 136.0]","[7.23, 12.1, 20.5, 8.54]","[122.0, 115.99999999999999, 136.0, 122.0]","[78.4, 37.31, 37.0, 51.0]","[0.6659999999999999, 1.3895211, 1.9708759999999999, 1.5638]","[24, 14, 52, 77]",0,0,0,0,0,"['Cr', 'Ir', 'Si', 'Si', 'Te']"
138,138,-1.31737995,"[{Element Cr: 0.1}, {Element Si: 0.2}, {Element Te: 0.6}, {Element Mo: 0.1}]","[Element Cr, Element Si, Element Te, Element Mo]",-51.59330757,Cr1Si2Te6Mo1,6.0013,0,4,6,0,"[130.0, 132.0, 160.0, 139.0]","[7.23, 12.1, 20.5, 9.4]","[122.0, 115.99999999999999, 136.0, 138.0]","[78.4, 37.31, 37.0, 72.5]","[0.6659999999999999, 1.3895211, 1.9708759999999999, 0.748]","[24, 14, 52, 42]",0,0,0,0,0,"['Cr', 'Mo', 'Si', 'Si', 'Te']"
139,139,-1.104590835,"[{Element Cr: 0.1}, {Element Si: 0.2}, {Element Te: 0.6}, {Element Os: 0.1}]","[Element Cr, Element Si, Element Te, Element Os]",-51.66630119,Cr1Si2Te6Os1,3.2162,0,4,8,0,"[130.0, 132.0, 160.0, 135.0]","[7.23, 12.1, 20.5, 8.43]","[122.0, 115.99999999999999, 136.0, 129.0]","[78.4, 37.31, 37.0, 57.0]","[0.6659999999999999, 1.3895211, 1.9708759999999999, 1.1]","[24, 14, 52, 76]",0,0,0,0,0,"['Cr', 'Os', 'Si', 'Si', 'Te']"
140,140,-2.09158225,"[{Element Cr: 0.1}, {Element Si: 0.2}, {Element Te: 0.6}, {Element Pd: 0.1}]","[Element Cr, Element Si, Element Te, Element Pd]",-46.61612801,Cr1Si2Te6Pd1,2.3065,1,4,10,0,"[130.0, 132.0, 160.0, 137.0]","[7.23, 12.1, 20.5, 8.9]","[122.0, 115.99999999999999, 136.0, 120.0]","[78.4, 37.31, 37.0, 32.0]","[0.6659999999999999, 1.3895211, 1.9708759999999999, 0.562]","[24, 14, 52, 46]",0,0,0,0,0,"['Cr', 'Pd', 'Si', 'Si', 'Te']"
141,141,-2.37973043,"[{Element Cr: 0.1}, {Element Si: 0.2}, {Element Te: 0.6}, {Element Pt: 0.1}]","[Element Cr, Element Si, Element Te, Element Pt]",-47.77848695,Cr1Si2Te6Pt1,2.7435,0,4,10,0,"[130.0, 132.0, 160.0, 139.0]","[7.23, 12.1, 20.5, 9.1]","[122.0, 115.99999999999999, 136.0, 123.0]","[78.4, 37.31, 37.0, 44.0]","[0.6659999999999999, 1.3895211, 1.9708759999999999, 2.128]","[24, 14, 52, 78]",0,0,0,0,0,"['Cr', 'Pt', 'Si', 'Si', 'Te']"
142,142,-2.66130949,"[{Element Cr: 0.1}, {Element Si: 0.2}, {Element Te: 0.6}, {Element Rh: 0.1}]","[Element Cr, Element Si, Element Te, Element Rh]",-49.36024172,Cr1Si2Te6Rh1,3.0111,0,4,9,0,"[130.0, 132.0, 160.0, 134.0]","[7.23, 12.1, 20.5, 8.3]","[122.0, 115.99999999999999, 136.0, 125.0]","[78.4, 37.31, 37.0, 58.0]","[0.6659999999999999, 1.3895211, 1.9708759999999999, 1.137]","[24, 14, 52, 45]",0,0,0,0,0,"['Cr', 'Rh', 'Si', 'Si', 'Te']"
143,143,-1.081212807,"[{Element Cr: 0.1}, {Element Si: 0.2}, {Element Te: 0.6}, {Element W: 0.1}]","[Element Cr, Element Si, Element Te, Element W]",-53.40694384,Cr1Si2Te6W1,5.8876,0,4,6,0,"[130.0, 132.0, 160.0, 141.0]","[7.23, 12.1, 20.5, 9.53]","[122.0, 115.99999999999999, 136.0, 137.0]","[78.4, 37.31, 37.0, 75.0]","[0.6659999999999999, 1.3895211, 1.9708759999999999, 0.81626]","[24, 14, 52, 74]",0,0,0,0,0,"['Cr', 'W', 'Si', 'Si', 'Te']"
144,144,-1.17352285,"[{Element Cr: 0.1}, {Element Sn: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}, {Element Au: 0.1}]","[Element Cr, Element Sn, Element Ge, Element Te, Element Au]",-41.57067562,Cr1Sn1Ge1Te6Au1,2.5774,1,4,11,0,"[130.0, 162.0, 137.0, 160.0, 146.0]","[7.23, 16.3, 13.6, 20.5, 10.2]","[122.0, 140.0, 121.0, 136.0, 124.0]","[78.4, 42.4, 39.43, 37.0, 36.1]","[0.6659999999999999, 1.112067, 1.232712, 1.9708759999999999, 2.30863]","[24, 50, 32, 52, 79]",0,0,0,0,0,"['Cr', 'Au', 'Ge', 'Ge', 'Te']"
145,145,-1.92650997,"[{Element Cr: 0.1}, {Element Sn: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}, {Element Ir: 0.1}]","[Element Cr, Element Sn, Element Ge, Element Te, Element Ir]",-47.91367515,Cr1Sn1Ge1Te6Ir1,2.9042,0,4,9,0,"[130.0, 162.0, 137.0, 160.0, 136.0]","[7.23, 16.3, 13.6, 20.5, 8.54]","[122.0, 140.0, 121.0, 136.0, 122.0]","[78.4, 42.4, 39.43, 37.0, 51.0]","[0.6659999999999999, 1.112067, 1.232712, 1.9708759999999999, 1.5638]","[24, 50, 32, 52, 77]",0,0,0,0,0,"['Cr', 'Ir', 'Ge', 'Ge', 'Te']"
146,146,-0.80750263,"[{Element Cr: 0.1}, {Element Sn: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}, {Element Mo: 0.1}]","[Element Cr, Element Sn, Element Ge, Element Te, Element Mo]",-48.86484092,Cr1Sn1Ge1Te6Mo1,4.7251,0,4,6,0,"[130.0, 162.0, 137.0, 160.0, 139.0]","[7.23, 16.3, 13.6, 20.5, 9.4]","[122.0, 140.0, 121.0, 136.0, 138.0]","[78.4, 42.4, 39.43, 37.0, 72.5]","[0.6659999999999999, 1.112067, 1.232712, 1.9708759999999999, 0.748]","[24, 50, 32, 52, 42]",0,0,0,0,0,"['Cr', 'Mo', 'Ge', 'Ge', 'Te']"
147,147,-0.699310185,"[{Element Cr: 0.1}, {Element Sn: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}, {Element Os: 0.1}]","[Element Cr, Element Sn, Element Ge, Element Te, Element Os]",-49.04243121,Cr1Sn1Ge1Te6Os1,3.3611,0,4,8,0,"[130.0, 162.0, 137.0, 160.0, 135.0]","[7.23, 16.3, 13.6, 20.5, 8.43]","[122.0, 140.0, 121.0, 136.0, 129.0]","[78.4, 42.4, 39.43, 37.0, 57.0]","[0.6659999999999999, 1.112067, 1.232712, 1.9708759999999999, 1.1]","[24, 50, 32, 52, 76]",0,0,0,0,0,"['Cr', 'Os', 'Ge', 'Ge', 'Te']"
148,148,-1.75214087,"[{Element Cr: 0.1}, {Element Sn: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}, {Element Pd: 0.1}]","[Element Cr, Element Sn, Element Ge, Element Te, Element Pd]",-44.0580973,Cr1Sn1Ge1Te6Pd1,2.3673,1,4,10,0,"[130.0, 162.0, 137.0, 160.0, 137.0]","[7.23, 16.3, 13.6, 20.5, 8.9]","[122.0, 140.0, 121.0, 136.0, 120.0]","[78.4, 42.4, 39.43, 37.0, 32.0]","[0.6659999999999999, 1.112067, 1.232712, 1.9708759999999999, 0.562]","[24, 50, 32, 52, 46]",0,0,0,0,0,"['Cr', 'Pd', 'Ge', 'Ge', 'Te']"
149,149,-2.24035265,"[{Element Cr: 0.1}, {Element Sn: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}, {Element Pt: 0.1}]","[Element Cr, Element Sn, Element Ge, Element Te, Element Pt]",-45.42051984,Cr1Sn1Ge1Te6Pt1,2.338,0,4,10,0,"[130.0, 162.0, 137.0, 160.0, 139.0]","[7.23, 16.3, 13.6, 20.5, 9.1]","[122.0, 140.0, 121.0, 136.0, 123.0]","[78.4, 42.4, 39.43, 37.0, 44.0]","[0.6659999999999999, 1.112067, 1.232712, 1.9708759999999999, 2.128]","[24, 50, 32, 52, 78]",0,0,0,0,0,"['Cr', 'Pt', 'Ge', 'Ge', 'Te']"
150,150,-2.17614691,"[{Element Cr: 0.1}, {Element Sn: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}, {Element Rh: 0.1}]","[Element Cr, Element Sn, Element Ge, Element Te, Element Rh]",-46.65648981,Cr1Sn1Ge1Te6Rh1,3.0123,1,4,9,0,"[130.0, 162.0, 137.0, 160.0, 134.0]","[7.23, 16.3, 13.6, 20.5, 8.3]","[122.0, 140.0, 121.0, 136.0, 125.0]","[78.4, 42.4, 39.43, 37.0, 58.0]","[0.6659999999999999, 1.112067, 1.232712, 1.9708759999999999, 1.137]","[24, 50, 32, 52, 45]",0,0,0,0,0,"['Cr', 'Rh', 'Ge', 'Ge', 'Te']"
151,151,-0.868413737,"[{Element Cr: 0.1}, {Element Sn: 0.1}, {Element Ge: 0.1}, {Element Te: 0.6}, {Element W: 0.1}]","[Element Cr, Element Sn, Element Ge, Element Te, Element W]",-50.97555544,Cr1Sn1Ge1Te6W1,4.1373,0,4,6,0,"[130.0, 162.0, 137.0, 160.0, 141.0]","[7.23, 16.3, 13.6, 20.5, 9.53]","[122.0, 140.0, 121.0, 136.0, 137.0]","[78.4, 42.4, 39.43, 37.0, 75.0]","[0.6659999999999999, 1.112067, 1.232712, 1.9708759999999999, 0.81626]","[24, 50, 32, 52, 74]",0,0,0,0,0,"['Cr', 'W', 'Ge', 'Ge', 'Te']"
152,152,-0.764674607,"[{Element Cr: 0.1}, {Element Sn: 0.1}, {Element Te: 0.6}, {Element Mo: 0.1}, {Element P: 0.1}]","[Element Cr, Element Sn, Element Te, Element Mo, Element P]",-49.60906104,Cr1Sn1Te6Mo1P1,5.0129,0,4,6,0,"[130.0, 162.0, 160.0, 139.0, 128.0]","[7.23, 16.3, 20.5, 9.4, 17.0]","[122.0, 140.0, 136.0, 138.0, 111.00000000000001]","[78.4, 42.4, 37.0, 72.5, 24.93]","[0.6659999999999999, 1.112067, 1.9708759999999999, 0.748, 0.746607]","[24, 50, 52, 42, 15]",0,0,0,0,0,"['Cr', 'Mo', 'P', 'P', 'Te']"
153,153,-0.919285997,"[{Element Cr: 0.1}, {Element Sn: 0.1}, {Element Te: 0.6}, {Element P: 0.1}, {Element Au: 0.1}]","[Element Cr, Element Sn, Element Te, Element P, Element Au]",-42.10348691,Cr1Sn1Te6P1Au1,2.7459,0,4,11,0,"[130.0, 162.0, 160.0, 128.0, 146.0]","[7.23, 16.3, 20.5, 17.0, 10.2]","[122.0, 140.0, 136.0, 111.00000000000001, 124.0]","[78.4, 42.4, 37.0, 24.93, 36.1]","[0.6659999999999999, 1.112067, 1.9708759999999999, 0.746607, 2.30863]","[24, 50, 52, 15, 79]",0,0,0,0,0,"['Cr', 'Au', 'P', 'P', 'Te']"
154,154,-1.816888327,"[{Element Cr: 0.1}, {Element Sn: 0.1}, {Element Te: 0.6}, {Element P: 0.1}, {Element Ir: 0.1}]","[Element Cr, Element Sn, Element Te, Element P, Element Ir]",-48.59110165,Cr1Sn1Te6P1Ir1,2.4228,0,4,9,0,"[130.0, 162.0, 160.0, 128.0, 136.0]","[7.23, 16.3, 20.5, 17.0, 8.54]","[122.0, 140.0, 136.0, 111.00000000000001, 122.0]","[78.4, 42.4, 37.0, 24.93, 51.0]","[0.6659999999999999, 1.112067, 1.9708759999999999, 0.746607, 1.5638]","[24, 50, 52, 15, 77]",0,0,0,0,0,"['Cr', 'Ir', 'P', 'P', 'Te']"
155,155,-0.810876262,"[{Element Cr: 0.1}, {Element Sn: 0.1}, {Element Te: 0.6}, {Element P: 0.1}, {Element Os: 0.1}]","[Element Cr, Element Sn, Element Te, Element P, Element Os]",-49.94104543,Cr1Sn1Te6P1Os1,3.0152,0,4,8,0,"[130.0, 162.0, 160.0, 128.0, 135.0]","[7.23, 16.3, 20.5, 17.0, 8.43]","[122.0, 140.0, 136.0, 111.00000000000001, 129.0]","[78.4, 42.4, 37.0, 24.93, 57.0]","[0.6659999999999999, 1.112067, 1.9708759999999999, 0.746607, 1.1]","[24, 50, 52, 15, 76]",0,0,0,0,0,"['Cr', 'Os', 'P', 'P', 'Te']"
156,156,-1.586986467,"[{Element Cr: 0.1}, {Element Sn: 0.1}, {Element Te: 0.6}, {Element P: 0.1}, {Element Pd: 0.1}]","[Element Cr, Element Sn, Element Te, Element P, Element Pd]",-44.67999104,Cr1Sn1Te6P1Pd1,2.7968,0,4,10,0,"[130.0, 162.0, 160.0, 128.0, 137.0]","[7.23, 16.3, 20.5, 17.0, 8.9]","[122.0, 140.0, 136.0, 111.00000000000001, 120.0]","[78.4, 42.4, 37.0, 24.93, 32.0]","[0.6659999999999999, 1.112067, 1.9708759999999999, 0.746607, 0.562]","[24, 50, 52, 15, 46]",0,0,0,0,0,"['Cr', 'Pd', 'P', 'P', 'Te']"
157,157,-2.039440487,"[{Element Cr: 0.1}, {Element Sn: 0.1}, {Element Te: 0.6}, {Element P: 0.1}, {Element Pt: 0.1}]","[Element Cr, Element Sn, Element Te, Element P, Element Pt]",-46.00665582,Cr1Sn1Te6P1Pt1,2.999,1,4,10,0,"[130.0, 162.0, 160.0, 128.0, 139.0]","[7.23, 16.3, 20.5, 17.0, 9.1]","[122.0, 140.0, 136.0, 111.00000000000001, 123.0]","[78.4, 42.4, 37.0, 24.93, 44.0]","[0.6659999999999999, 1.112067, 1.9708759999999999, 0.746607, 2.128]","[24, 50, 52, 15, 78]",0,0,0,0,0,"['Cr', 'Pt', 'P', 'P', 'Te']"
158,158,-1.950691917,"[{Element Cr: 0.1}, {Element Sn: 0.1}, {Element Te: 0.6}, {Element P: 0.1}, {Element Rh: 0.1}]","[Element Cr, Element Sn, Element Te, Element P, Element Rh]",-47.21808296,Cr1Sn1Te6P1Rh1,2.4962,0,4,9,0,"[130.0, 162.0, 160.0, 128.0, 134.0]","[7.23, 16.3, 20.5, 17.0, 8.3]","[122.0, 140.0, 136.0, 111.00000000000001, 125.0]","[78.4, 42.4, 37.0, 24.93, 58.0]","[0.6659999999999999, 1.112067, 1.9708759999999999, 0.746607, 1.137]","[24, 50, 52, 15, 45]",0,0,0,0,0,"['Cr', 'Rh', 'P', 'P', 'Te']"
159,159,-0.664532995,"[{Element Cr: 0.1}, {Element Sn: 0.1}, {Element Te: 0.6}, {Element P: 0.1}, {Element W: 0.1}]","[Element Cr, Element Sn, Element Te, Element P, Element W]",-51.55872284,Cr1Sn1Te6P1W1,4.9304,1,4,6,0,"[130.0, 162.0, 160.0, 128.0, 141.0]","[7.23, 16.3, 20.5, 17.0, 9.53]","[122.0, 140.0, 136.0, 111.00000000000001, 137.0]","[78.4, 42.4, 37.0, 24.93, 75.0]","[0.6659999999999999, 1.112067, 1.9708759999999999, 0.746607, 0.81626]","[24, 50, 52, 15, 74]",0,0,0,0,0,"['Cr', 'W', 'P', 'P', 'Te']"
160,160,-1.2508254,"[{Element Cr: 0.1}, {Element Sn: 0.2}, {Element Te: 0.6}, {Element Au: 0.1}]","[Element Cr, Element Sn, Element Te, Element Au]",-41.03462941,Cr1Sn2Te6Au1,2.4496,1,4,11,0,"[130.0, 162.0, 160.0, 146.0]","[7.23, 16.3, 20.5, 10.2]","[122.0, 140.0, 136.0, 124.0]","[78.4, 42.4, 37.0, 36.1]","[0.6659999999999999, 1.112067, 1.9708759999999999, 2.30863]","[24, 50, 52, 79]",0,0,0,0,0,"['Cr', 'Au', 'Te']"
