,Material,sign_MA,log_MA,sine coulomb matrix eig 0,sine coulomb matrix eig 1,sine coulomb matrix eig 2,sine coulomb matrix eig 3,sine coulomb matrix eig 4,sine coulomb matrix eig 5,X_rad,Abar_rad,dA_rad,Abar-X_rad,dAXbar_rad,ddAX_rad,X_dipole,Abar_dipole,dA_dipole,Abar-X_dipole,dAXbar_dipole,ddAX_dipole,X_nvalence,Abar_nvalence,dA_nvalence,Abar-X_nvalence,dAXbar_nvalence,ddAX_nvalence,X_nup,Abar_nup,dA_nup,Abar-X_nup,dAXbar_nup,ddAX_nup,X_num_d,Abar_num_d,dA_num_d,Abar-X_num_d,dAXbar_num_d,ddAX_num_d,X_volume,Abar_volume,dA_volume,Abar-X_volume,dAXbar_volume,ddAX_volume,X_ion_energy,Abar_ion_energy,dA_ion_energy,Abar-X_ion_energy,dAXbar_ion_energy,ddAX_ion_energy,X_electron_affinity,Abar_electron_affinity,dA_electron_affinity,Abar-X_electron_affinity,dAXbar_electron_affinity,ddAX_electron_affinity,X_electronegativity,Abar_electronegativity,dA_electronegativity,Abar-X_electronegativity,dAXbar_electronegativity,ddAX_electronegativity,Abar_SOCC,dA_SOCC,AXsumbar_rad
0,1T-Co1Pd1S4,-1,-8.260537498,4909.930909939194,1380.6924568707357,428.6680494652682,357.97657176422956,353.91319707980335,376.2724155439589,103,115.5,9,12.5,12.5,9.0,19.4,40.57,28.86,21.17,21.17,28.86,6,10.5,3,4.5,4.5,3,2,4.5,1,2.5,2.5,1,0,10.5,11,10.5,10.5,11,15.5,7.8,2.2,7.7,7.7,2.2,10.36001,8.108935,0.45585,2.251075,2.251075,0.45585,2.07710403,0.61212823,0.10025646,1.4649758,1.4649758,0.10025646,2.07710403,0.61212823,0.10025646,1.4649758,1.4649758,0.10025646,821.0,-1454.0,218.5
1,1T-Cr1Ag1S4,1,-6.346004629,5168.079025320388,1050.8364368053503,424.55725597512185,357.5585924246038,353.9131970747138,376.2724155439511,103,125.0,6,22.0,22.0,6.0,19.4,69.0,28.0,49.6,49.6,28.0,6,8.5,5,2.5,2.5,5,2,2.5,1,0.5,0.5,1,0,9.5,15,9.5,9.5,15,15.5,8.765,3.07,6.735,6.735,3.07,10.36001,7.171372,0.809724,3.188638,3.188638,0.809724,2.07710403,0.984,0.636,1.09310403,1.09310403,0.636,2.07710403,0.984,0.636,1.09310403,1.09310403,0.636,1106.5,-1617.0,228.0
2,1T-Cr1Au1S4,-1,-8.043820245,17929.124960592533,1052.0730365034403,427.128047525211,357.7625317529701,353.91319707603145,376.2724155439536,103,123.0,2,20.0,20.0,2.0,19.4,59.5,47.0,40.1,40.1,47.0,6,8.5,5,2.5,2.5,5,2,2.5,1,0.5,0.5,1,0,14.5,25,14.5,14.5,25,15.5,8.715,2.97,6.785,6.785,2.97,10.36001,7.9960315,2.459043,2.3639785,2.3639785,2.459043,2.07710403,1.487315,1.64263,0.58978903,0.821315,1.17957806,2.07710403,1.487315,1.64263,0.58978903,0.821315,1.17957806,2940.5,-5285.0,226.0
3,1T-Cr1Au1Se4,-1,-6.410103045,17972.768529787732,981.0848736104897,2689.2389195968735,2245.6823374704336,2214.7219002137367,2315.6877460038036,116,123.0,2,7.0,7.0,2.0,28.9,59.5,47.0,30.6,30.6,47.0,6,8.5,5,2.5,2.5,5,2,2.5,1,0.5,0.5,1,10,14.5,25,4.5,12.5,9,16.5,8.715,2.97,7.785,7.785,2.97,9.752392,7.9960315,2.459043,1.7563605,1.7563605,2.459043,2.02067,1.487315,1.64263,0.533355,0.821315,1.06671,2.02067,1.487315,1.64263,0.533355,0.821315,1.06671,2940.5,-5285.0,239.0
4,1T-Cr1Cd1Te4,-1,-7.081216207,997.8243344180037,7662.2552472380075,5081.144396149352,6323.669885875326,6206.877075789458,6443.046320416992,136,129.0,14,7.0,7.0,14.0,38.0,64.5,37.0,26.5,26.5,37.0,6,9.0,6,3.0,3.0,6,2,2.0,0,0.0,0.0,0,20,10.0,16,10.0,10.0,16,20.5,10.165,5.87,10.335,10.335,5.87,9.00966,7.880166,2.227312,1.129494,1.129494,2.227312,1.970876,0.333,0.666,1.637876,1.637876,0.666,1.970876,0.333,0.666,1.637876,1.637876,0.666,1152.5,-1709.0,265.0
5,1T-Cr1Co1S4,1,-10.30307,1397.2576361013064,1039.1350043045277,417.5291870305242,356.97212231431655,353.91319707001406,376.2724155439428,103,116.5,11,13.5,13.5,11.0,19.4,69.0,28.0,49.6,49.6,28.0,6,7.5,3,1.5,1.5,3,2,3.5,3,1.5,1.5,3,0,3.5,3,3.5,3.5,3,15.5,6.965,0.53,8.535,8.535,0.53,10.36001,7.32376,1.1145,3.03625,3.03625,1.1145,2.07710403,0.66412823,0.00374354,1.4129758,1.4129758,0.00374354,2.07710403,0.66412823,0.00374354,1.4129758,1.4129758,0.00374354,196.0,204.0,219.5
6,1T-Cr1Cu1Se4,1,-9.926142243,980.9735191234979,2825.867260671993,1518.1712679512761,2263.417721630555,2214.721900299965,2315.6877460043156,116,117.0,10,1.0,5.0,2.0,28.9,64.75,36.5,35.85,35.85,36.5,6,8.5,5,2.5,2.5,5,2,2.5,1,0.5,0.5,1,10,4.5,5,5.5,5.5,5,16.5,7.165,0.13,9.335,9.335,0.13,9.752392,7.246445,0.95987,2.505947,2.505947,0.95987,2.02067,0.9505,0.569,1.07017,1.07017,0.569,2.02067,0.9505,0.569,1.07017,1.07017,0.569,625.0,-654.0,233.0
7,1T-Cr1Hf1Se4,1,-7.165710279,14400.647506229985,981.0827675396666,2685.0547989798283,2245.2104179843036,2214.7219002102797,2315.6877460037913,116,137.0,30,21.0,21.0,30.0,28.9,93.0,20.0,64.1,64.1,20.0,6,5.0,2,1.0,1.0,2,2,1.0,2,1.0,1.0,2,10,11.0,18,1.0,9.0,2,16.5,10.415,6.37,6.085,6.085,6.37,9.752392,6.79579,0.05856,2.956602,2.956602,0.05856,2.02067,0.34,0.652,1.68067,1.68067,0.652,2.02067,0.34,0.652,1.68067,1.68067,0.652,1136.0,-1676.0,253.0
8,1T-Cr1Hg1Se4,1,-8.153540151,18521.368321319904,981.0851404337653,2689.7395888345277,2245.7389963901687,2214.7219002141424,2315.6877460038036,116,127.5,11,11.5,11.5,11.0,28.9,58.455,49.09,29.555,29.555,49.09,6,9.0,6,3.0,3.0,6,2,2.0,0,0.0,0.0,0,10,15.0,26,5.0,13.0,10,16.5,11.015,7.57,5.485,5.485,7.57,9.752392,8.602007,3.670994,1.150385,1.835497,2.30077,2.02067,0.333,0.666,1.68767,1.68767,0.666,2.02067,0.333,0.666,1.68767,1.68767,0.666,3349.0,-6102.0,243.5
9,1T-Cr1Hg1Te4,1,-7.018658907,18642.49879672824,997.9422423428579,7203.114680004538,6268.524804687839,6206.87707552674,6443.046320415535,136,127.5,11,8.5,8.5,11.0,38.0,58.455,49.09,20.455,24.545,40.91,6,9.0,6,3.0,3.0,6,2,2.0,0,0.0,0.0,0,20,15.0,26,5.0,13.0,10,20.5,11.015,7.57,9.485,9.485,7.57,9.00966,8.602007,3.670994,0.407653,1.835497,0.815306,1.970876,0.333,0.666,1.637876,1.637876,0.666,1.970876,0.333,0.666,1.637876,1.637876,0.666,3349.0,-6102.0,263.5
10,1T-Cr1Ir1Se4,1,-7.328488859,16904.529999209924,981.0843166791757,2688.173408826163,2245.5618976037063,2214.721900212862,2315.6877460038,116,122.0,0,6.0,6.0,0.0,28.9,68.5,29.0,39.6,39.6,29.0,6,7.5,3,1.5,1.5,3,2,3.5,3,1.5,1.5,3,10,13.5,23,3.5,11.5,7,16.5,7.885,1.31,8.615,8.615,1.31,9.752392,7.866765,2.20051,1.885627,1.885627,2.20051,2.02067,1.1149,0.8978,0.90577,0.90577,0.8978,2.02067,1.1149,0.8978,0.90577,0.90577,0.8978,1447.5,-2299.0,238.0
11,1T-Cr1Ir1Te4,1,-8.367954556,17037.777772460664,997.9364200953813,7190.523447060749,6267.260459496792,6206.877075515983,6443.0463204155085,136,122.0,0,14.0,14.0,0.0,38.0,68.5,29.0,30.5,30.5,29.0,6,7.5,3,1.5,1.5,3,2,3.5,3,1.5,1.5,3,20,13.5,23,6.5,11.5,13,20.5,7.885,1.31,12.615,12.615,1.31,9.00966,7.866765,2.20051,1.142895,1.142895,2.20051,1.970876,1.1149,0.8978,0.855976,0.855976,0.8978,1.970876,1.1149,0.8978,0.855976,0.855976,0.8978,1447.5,-2299.0,258.0
12,1T-Cr1Lu1S4,-1,-7.982382522,13879.59431593118,1051.9010238853302,426.70288354885264,357.72924148494235,353.91319707582534,376.2724155439534,103,142.0,40,39.0,39.0,40.0,19.4,110.0,54.0,90.6,90.6,54.0,6,4.0,4,2.0,2.0,4,2,1.5,1,0.5,0.5,1,0,11.0,18,11.0,11.0,18,15.5,12.515,10.57,2.985,5.285,5.97,10.36001,6.0961905,1.340639,4.2638195,4.2638195,1.340639,2.07710403,0.503,0.326,1.57410403,1.57410403,0.326,2.07710403,0.503,0.326,1.57410403,1.57410403,0.326,449.5,-303.0,245.0
13,1T-Cr1Lu1Se4,-1,-7.094024618,13928.06568817642,981.0824265530674,2684.3358423415866,2245.1295918744677,2214.7219002096726,2315.687746003789,116,142.0,40,26.0,26.0,40.0,28.9,110.0,54.0,81.1,81.1,54.0,6,4.0,4,2.0,2.0,4,2,1.5,1,0.5,0.5,1,10,11.0,18,1.0,9.0,2,16.5,12.515,10.57,3.985,5.285,7.97,9.752392,6.0961905,1.340639,3.6562015,3.6562015,1.340639,2.02067,0.503,0.326,1.51767,1.51767,0.326,2.02067,0.503,0.326,1.51767,1.51767,0.326,449.5,-303.0,258.0
14,1T-Cr1Lu1Te4,1,-7.622739154,997.9230609237602,14098.255503932793,7153.110377974971,6263.473082940419,6206.877075481095,6443.046320415423,136,142.0,40,6.0,20.0,12.0,38.0,110.0,54.0,72.0,72.0,54.0,6,4.0,4,2.0,2.0,4,2,1.5,1,0.5,0.5,1,20,11.0,18,9.0,9.0,18,20.5,12.515,10.57,7.985,7.985,10.57,9.00966,6.0961905,1.340639,2.9134695,2.9134695,1.340639,1.970876,0.503,0.326,1.467876,1.467876,0.326,1.970876,0.503,0.326,1.467876,1.467876,0.326,449.5,-303.0,278.0
15,1T-Cr1Nb1Se4,1,-9.0844569,981.0577470639596,3902.73593913385,2568.341006896544,2231.6086099324743,2214.7219000352056,2315.6877460034784,116,134.5,25,18.5,18.5,25.0,28.9,90.5,15.0,61.6,61.6,15.0,6,5.5,1,0.5,0.5,1,2,1.5,1,0.5,0.5,1,10,6.5,9,3.5,4.5,7,16.5,9.015,3.57,7.485,7.485,3.57,9.752392,6.76268,0.00766,2.989712,2.989712,0.00766,2.02067,0.791703,0.251406,1.228967,1.228967,0.251406,2.02067,0.791703,0.251406,1.228967,1.228967,0.251406,493.0,-390.0,250.5
16,1T-Cr1Nb1Te4,1,-6.981972488,997.7485574006619,3570.0014304485285,7491.216270076554,6298.925521529,6206.8770757039265,6443.046320416267,136,134.5,25,1.5,12.5,3.0,38.0,90.5,15.0,52.5,52.5,15.0,6,5.5,1,0.5,0.5,1,2,1.5,1,0.5,0.5,1,20,6.5,9,13.5,13.5,9,20.5,9.015,3.57,11.485,11.485,3.57,9.00966,6.76268,0.00766,2.24698,2.24698,0.00766,1.970876,0.791703,0.251406,1.179173,1.179173,0.251406,1.970876,0.791703,0.251406,1.179173,1.179173,0.251406,493.0,-390.0,270.5
17,1T-Cr1Ni1S4,-1,-10.18452508,1517.3746646759269,1042.3195949801968,418.3923281746734,357.04706852716606,353.9131970707072,376.2724155439439,103,116.0,12,13.0,13.0,12.0,19.4,66.0,34.0,46.6,46.6,34.0,6,8.0,4,2.0,2.0,4,2,3.0,2,1.0,1.0,2,0,4.0,4,4.0,4.0,4,15.5,6.915,0.63,8.585,8.585,0.63,10.36001,7.2031935,0.873367,3.1568165,3.1568165,0.873367,2.07710403,0.911,0.49,1.16610403,1.16610403,0.49,2.07710403,0.911,0.49,1.16610403,1.16610403,0.49,517.0,-438.0,219.0
18,1T-Cr1Ni1Se4,1,-7.868664265,980.9439304211983,2812.666907796858,1402.9318571902436,2261.2770449565587,2214.721900292456,2315.687746004242,116,116.0,12,1.42e-14,6.0,4.26e-14,28.9,66.0,34.0,37.1,37.1,34.0,6,8.0,4,2.0,2.0,4,2,3.0,2,1.0,1.0,2,10,4.0,4,6.0,6.0,4,16.5,6.915,0.63,9.585,9.585,0.63,9.752392,7.2031935,0.873367,2.5491985,2.5491985,0.873367,2.02067,0.911,0.49,1.10967,1.10967,0.49,2.02067,0.911,0.49,1.10967,1.10967,0.49,517.0,-438.0,232.0
19,1T-Cr1Ni1Te4,1,-7.665600993,996.9457584771588,1445.62518572608,7400.862002844267,6288.535270051183,6206.877075656274,6443.046320416004,136,116.0,12,20.0,20.0,12.0,38.0,66.0,34.0,28.0,28.0,34.0,6,8.0,4,2.0,2.0,4,2,3.0,2,1.0,1.0,2,20,4.0,4,16.0,16.0,4,20.5,6.915,0.63,13.585,13.585,0.63,9.00966,7.2031935,0.873367,1.8064665,1.8064665,0.873367,1.970876,0.911,0.49,1.059876,1.059876,0.49,1.970876,0.911,0.49,1.059876,1.059876,0.49,517.0,-438.0,252.0
20,1T-Cr1Pd1S4,1,-9.49595791,4909.13369110502,1050.748189096091,424.41147451400604,357.5468666483431,353.91319707463373,376.27241554395084,103,121.0,2,18.0,18.0,2.0,19.4,54.57,56.86,35.17,35.17,56.86,6,9.0,6,3.0,3.0,6,2,3.0,2,1.0,1.0,2,0,9.0,14,9.0,9.0,14,15.5,8.065,1.67,7.435,7.435,1.67,10.36001,7.551685,1.57035,2.808325,2.808325,1.57035,2.07710403,0.614,0.104,1.46310403,1.46310403,0.104,2.07710403,0.614,0.104,1.46310403,1.46310403,0.104,923.0,-1250.0,224.0
21,1T-Cr1Pt1S4,-1,-7.392409709,17389.68577443254,1052.0537457857608,427.07920594607407,357.75871843207153,353.91319707600746,376.27241554395346,103,122.5,1,19.5,19.5,1.0,19.4,65.5,35.0,46.1,46.1,35.0,6,8.0,4,2.0,2.0,4,2,3.0,2,1.0,1.0,2,0,14.0,24,14.0,14.0,24,15.5,8.165,1.87,7.335,7.335,1.87,10.36001,7.86267,2.19232,2.49734,2.49734,2.19232,2.07710403,1.397,1.462,0.68010403,0.731,1.36020806,2.07710403,1.397,1.462,0.68010403,0.731,1.36020806,2004.5,-3413.0,225.5
22,1T-Cr1Pt1Se4,1,-7.02859611,17433.838216709537,981.0845991590841,2688.717353986718,2245.623358832891,2214.721900213306,2315.6877460038017,116,122.5,1,6.5,6.5,1.0,28.9,65.5,35.0,36.6,36.6,35.0,6,8.0,4,2.0,2.0,4,2,3.0,2,1.0,1.0,2,10,14.0,24,4.0,12.0,8,16.5,8.165,1.87,8.335,8.335,1.87,9.752392,7.86267,2.19232,1.889722,1.889722,2.19232,2.02067,1.397,1.462,0.62367,0.731,1.24734,2.02067,1.397,1.462,0.62367,0.731,1.24734,2004.5,-3413.0,238.5
23,1T-Cr1Rh1Te4,1,-7.426403083,997.7976837839669,7563.743790811502,4417.34034474898,6308.3716461326785,6206.877075740264,6443.046320416526,136,123.5,3,12.5,12.5,3.0,38.0,74.5,17.0,36.5,36.5,17.0,6,7.5,3,1.5,1.5,3,2,3.5,3,1.5,1.5,3,20,8.5,13,11.5,11.5,13,20.5,7.765,1.07,12.735,12.735,1.07,9.00966,7.112705,0.69239,1.896955,1.896955,0.69239,1.970876,0.9015,0.471,1.069376,1.069376,0.471,1.970876,0.9015,0.471,1.069376,1.069376,0.471,331.25,-66.5,259.5
24,1T-Cr1Ru1Te4,1,-7.284683952,997.7871494190085,7541.15809323099,4199.293380906694,6305.295285677052,6206.877075729027,6443.046320416438,136,123.5,3,12.5,12.5,3.0,38.0,77.5,11.0,39.5,39.5,11.0,6,7.0,2,1.0,1.0,2,2,3.0,2,1.0,1.0,2,20,8.0,12,12.0,12.0,12,20.5,7.765,1.07,12.735,12.735,1.07,9.00966,7.063505,0.59399,1.946155,1.946155,0.59399,1.970876,0.858,0.384,1.112876,1.112876,0.384,1.970876,0.858,0.384,1.112876,1.112876,0.384,897.0,-1198.0,259.5
25,1T-Cr1Ta1S4,-1,-10.00220353,14835.482661744802,1051.948180121321,426.81711220940247,357.7382062393669,353.91319707588053,376.27241554395357,103,134.0,24,31.0,31.0,24.0,19.4,78.5,9.0,59.1,59.1,9.0,6,5.5,1,0.5,0.5,1,2,1.5,1,0.5,0.5,1,0,11.5,19,11.5,11.5,19,15.5,9.065,3.67,6.435,6.435,3.67,10.36001,7.15804,0.78306,3.20197,3.20197,0.78306,2.07710403,0.494,0.344,1.58310403,1.58310403,0.344,2.07710403,0.494,0.344,1.58310403,1.58310403,0.344,1402.5,-2209.0,237.0
26,1T-Cr1Ta1Se4,1,-8.091157777,14882.563100767542,981.0830973409038,2685.7386777581255,2245.2873685424643,2214.721900210849,2315.6877460037927,116,134.0,24,18.0,18.0,24.0,28.9,78.5,9.0,49.6,49.6,9.0,6,5.5,1,0.5,0.5,1,2,1.5,1,0.5,0.5,1,10,11.5,19,1.5,9.5,3,16.5,9.065,3.67,7.435,7.435,3.67,9.752392,7.15804,0.78306,2.594352,2.594352,0.78306,2.02067,0.494,0.344,1.52667,1.52667,0.344,2.02067,0.494,0.344,1.52667,1.52667,0.344,1402.5,-2209.0,250.0
27,1T-Cr1Ta1Te4,1,-6.998260023,15037.899464296723,997.9278019764641,7168.00549917633,6264.987955772586,6206.877075495554,6443.046320415458,136,134.0,24,2.0,12.0,4.0,38.0,78.5,9.0,40.5,40.5,9.0,6,5.5,1,0.5,0.5,1,2,1.5,1,0.5,0.5,1,20,11.5,19,8.5,9.5,17,20.5,9.065,3.67,11.435,11.435,3.67,9.00966,7.15804,0.78306,1.85162,1.85162,0.78306,1.970876,0.494,0.344,1.476876,1.476876,0.344,1.970876,0.494,0.344,1.476876,1.476876,0.344,1402.5,-2209.0,270.0
28,1T-Cr1Ti1S4,1,-9.41890324,1071.6275765181622,844.9688163345471,409.1800364965275,356.17822830309365,353.91319705997756,376.2724155439303,103,129.0,14,26.0,26.0,14.0,19.4,91.5,17.0,72.1,72.1,17.0,6,5.0,2,1.0,1.0,2,2,1.0,2,1.0,1.0,2,0,1.0,2,1.0,1.0,2,15.5,8.915,3.37,6.585,6.585,3.37,10.36001,6.797315,0.06161,3.562695,3.562695,0.06161,2.07710403,0.3725,0.587,1.70460403,1.70460403,0.587,2.07710403,0.3725,0.587,1.70460403,1.70460403,0.587,217.0,162.0,232.0
29,1T-Cr1W1Se4,1,-8.878306542,15373.86090866849,981.0834165917569,2686.390171184986,2245.360738772979,2214.7219002113907,2315.6877460037954,116,129.5,15,13.5,13.5,15.0,28.9,75.5,15.0,46.6,46.6,15.0,6,6.0,0,0.0,0.0,0,2,2.0,0,0.0,0.0,0,10,12.0,20,2.0,10.0,4,16.5,8.38,2.3,8.12,8.12,2.3,9.752392,7.31527,1.09752,2.437122,2.437122,1.09752,2.02067,0.74113,0.15026,1.27954,1.27954,0.15026,2.02067,0.74113,0.15026,1.27954,1.27954,0.15026,1753.5,-2911.0,245.5
30,1T-Cr1Zn1S4,1,-9.682666697,1780.232191249821,1045.6560862811755,419.76181903311453,357.16399912756515,353.91319707172835,376.27241554394567,103,120.0,4,17.0,17.0,4.0,19.4,60.835,44.33,41.435,41.435,44.33,6,9.0,6,3.0,3.0,6,2,2.0,0,0.0,0.0,0,0,5.0,6,5.0,5.0,6,15.5,8.215,1.97,7.285,7.285,1.97,10.36001,8.0803545,2.627689,2.2796555,2.2796555,2.627689,2.07710403,0.333,0.666,1.74410403,1.74410403,0.666,2.07710403,0.333,0.666,1.74410403,1.74410403,0.666,722.0,-848.0,223.0
31,1T-Cr1Zn1Te4,1,-9.042878678,997.2929955825115,1704.4653268091581,7408.516742021916,6289.373592015617,6206.877075660495,6443.046320416026,136,120.0,4,16.0,16.0,4.0,38.0,60.835,44.33,22.835,22.835,44.33,6,9.0,6,3.0,3.0,6,2,2.0,0,0.0,0.0,0,20,5.0,6,15.0,15.0,6,20.5,8.215,1.97,12.285,12.285,1.97,9.00966,8.0803545,2.627689,0.9293055,1.3138445,1.858611,1.970876,0.333,0.666,1.637876,1.637876,0.666,1.970876,0.333,0.666,1.637876,1.637876,0.666,722.0,-848.0,256.0
32,1T-Cr1Zr1Se4,1,-7.436464872,981.0554958754824,3714.1947560728654,2546.307062799254,2228.574573499959,2214.721899951523,2315.6877460034125,116,138.0,32,22.0,22.0,32.0,28.9,97.5,29.0,68.6,68.6,29.0,6,5.0,2,1.0,1.0,2,2,1.0,2,1.0,1.0,2,10,6.0,8,4.0,4.0,8,16.5,10.665,6.87,5.835,5.835,6.87,9.752392,6.700205,0.13261,3.052187,3.052187,0.13261,2.02067,0.546,0.24,1.47467,1.47467,0.24,2.02067,0.546,0.24,1.47467,1.47467,0.24,389.5,-183.0,254.0
33,1T-Cr2S4,-1,-8.611091868,1117.5951995335333,987.5380323423373,413.70676830058375,356.62618289675135,353.9131970663397,376.2724155439374,103,122.0,0,19.0,19.0,0.0,19.4,83.0,0.0,63.6,63.6,0.0,6,6.0,0,0.0,0.0,0,2,2.0,0,0.0,0.0,0,0,2.0,0,2.0,2.0,0,15.5,7.23,0.0,8.27,8.27,0.0,10.36001,6.76651,0.0,3.5935,3.5935,0.0,2.07710403,0.666,0.0,1.41110403,1.41110403,0.0,2.07710403,0.666,0.0,1.41110403,1.41110403,0.0,298.0,0.0,225.0
34,1T-Cr2Se4,1,-8.302182623,973.4360441481073,988.5171072124864,2779.7369889664365,2256.462126767863,2214.7219002734378,2315.687746004092,116,122.0,0,6.0,6.0,0.0,28.9,83.0,0.0,54.1,54.1,0.0,6,6.0,0,0.0,0.0,0,2,2.0,0,0.0,0.0,0,10,2.0,0,8.0,8.0,0,16.5,7.23,0.0,9.27,9.27,0.0,9.752392,6.76651,0.0,2.985882,2.985882,0.0,2.02067,0.666,0.0,1.35467,1.35467,0.0,2.02067,0.666,0.0,1.35467,1.35467,0.0,298.0,0.0,238.0
35,1T-Cr2Te4,1,-6.593324173,977.7002414209828,1018.5828747460118,7388.793088368313,6287.2245392810455,6206.877075649531,6443.046320415971,136,122.0,0,14.0,14.0,0.0,38.0,83.0,0.0,45.0,45.0,0.0,6,6.0,0,0.0,0.0,0,2,2.0,0,0.0,0.0,0,20,2.0,0,18.0,18.0,0,20.5,7.23,0.0,13.27,13.27,0.0,9.00966,6.76651,0.0,2.24315,2.24315,0.0,1.970876,0.666,0.0,1.304876,1.304876,0.0,1.970876,0.666,0.0,1.304876,1.304876,0.0,298.0,0.0,258.0
36,1T-Fe1Au1S4,-1,-9.121551409,17929.36384165037,1265.7843352212635,430.3122847198846,358.09448650534017,353.91319708015214,376.27241554396016,103,120.0,8,17.0,17.0,8.0,19.4,49.0,26.0,29.6,29.6,26.0,6,9.5,3,3.5,3.5,3,2,3.5,1,1.5,1.5,1,0,15.5,23,15.5,15.5,23,15.5,8.65,3.1,6.85,6.85,3.1,10.36001,8.5640104,1.3230852,1.7959996,1.7959996,1.3230852,2.07710403,1.229815,2.15763,0.84728903,1.078815,1.69457806,2.07710403,1.229815,2.15763,0.84728903,1.078815,1.69457806,3054.5,-5057.0,223.0
37,1T-Fe1Au1Se4,1,-7.067753858,17973.043684941094,1183.1824045120602,2703.0041311239024,2247.010811609518,2214.7219002195047,2315.6877460038277,116,120.0,8,4.0,4.0,8.0,28.9,49.0,26.0,20.1,20.1,26.0,6,9.5,3,3.5,3.5,3,2,3.5,1,1.5,1.5,1,10,15.5,23,5.5,11.5,11,16.5,8.65,3.1,7.85,7.85,3.1,9.752392,8.5640104,1.3230852,1.1883816,1.1883816,1.3230852,2.02067,1.229815,2.15763,0.790855,1.078815,1.58171,2.02067,1.229815,2.15763,0.790855,1.078815,1.58171,3054.5,-5057.0,236.0
38,1T-Fe1Au1Te4,1,-7.050050678,18098.004789637445,1209.2408919531326,7204.56158428612,6268.582243101348,6206.877075525775,6443.046320415538,136,120.0,8,16.0,16.0,8.0,38.0,49.0,26.0,11.0,13.0,22.0,6,9.5,3,3.5,3.5,3,2,3.5,1,1.5,1.5,1,20,15.5,23,4.5,11.5,9,20.5,8.65,3.1,11.85,11.85,3.1,9.00966,8.5640104,1.3230852,0.4456496,0.6615426,0.8912992,1.970876,1.229815,2.15763,0.741061,1.078815,1.482122,1.970876,1.229815,2.15763,0.741061,1.078815,1.482122,3054.5,-5057.0,256.0
39,1T-Fe1Co1S4,-1,-8.281390111,1417.6279105201115,1233.0392708567852,420.4435795331727,357.24956056417636,353.9131970732764,376.2724155439473,103,113.5,5,10.5,10.5,5.0,19.4,58.5,7.0,39.1,39.1,7.0,6,8.5,1,2.5,2.5,1,2,4.5,1,2.5,2.5,1,0,4.5,1,4.5,4.5,1,15.5,6.9,0.4,8.6,8.6,0.4,10.36001,7.8917389,0.0214578,2.4682711,2.4682711,0.0214578,2.07710403,0.40662823,0.51125646,1.6704758,1.6704758,0.51125646,2.07710403,0.40662823,0.51125646,1.6704758,1.6704758,0.51125646,310.0,432.0,216.5
40,1T-Fe1Co1Se4,-1,-8.115117153,2815.221319825555,1183.058198602043,1291.0516520286312,2261.7152350252018,2214.721900294728,2315.6877460042606,116,113.5,5,2.5,2.5,5.0,28.9,58.5,7.0,29.6,29.6,7.0,6,8.5,1,2.5,2.5,1,2,4.5,1,2.5,2.5,1,10,4.5,1,5.5,5.5,1,16.5,6.9,0.4,9.6,9.6,0.4,9.752392,7.8917389,0.0214578,1.8606531,1.8606531,0.0214578,2.02067,0.40662823,0.51125646,1.61404177,1.61404177,0.51125646,2.02067,0.40662823,0.51125646,1.61404177,1.61404177,0.51125646,310.0,432.0,229.5
41,1T-Fe1Co1Te4,1,-8.804442024,1204.7317827222419,1328.6428163158914,7403.042714919347,6288.7775682587935,6206.8770756575495,6443.046320416008,136,113.5,5,22.5,22.5,5.0,38.0,58.5,7.0,20.5,20.5,7.0,6,8.5,1,2.5,2.5,1,2,4.5,1,2.5,2.5,1,20,4.5,1,15.5,15.5,1,20.5,6.9,0.4,13.6,13.6,0.4,9.00966,7.8917389,0.0214578,1.1179211,1.1179211,0.0214578,1.970876,0.40662823,0.51125646,1.56424777,1.56424777,0.51125646,1.970876,0.40662823,0.51125646,1.56424777,1.56424777,0.51125646,310.0,432.0,249.5
